c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11
0.88,0.7,2.55,15,14.17,26.67,12.5,1.17,44.16,22.17,21.67
0.3,0.7,1.04,21.67,12.33,30,10.33,3.67,45.33,24.83,20
0.37,0.77,3.01,21.67,15.84,25,9,6.67,55.5,36,21.67
0.68,0.94,2.85,41.67,25,41.66,15.17,8.67,50.5,41.17,28.33
0.55,1.16,0.61,45,40.5,65,25.67,6,59.67,53.33,40
0,1.33,1.73,51.67,47.17,61.67,28.67,6.17,54.5,59.83,46.67
0,1.5,1.29,55,52.17,56.67,21.5,4.5,53,60,50
0,1.55,1.49,53.33,49,50,21,4.67,58.17,57.83,50
0,1.59,0.84,46.67,40.17,48.33,21.17,4,51,54.67,53.33
1.12,1.56,0.5,45,35.67,40,18.5,4.17,54.5,52.17,40
1.19,1.59,1.1,43.34,29.33,40,18.67,2.67,41.83,51.33,41.67
0,1.56,0.84,41.67,33.16,36.66,18.5,2.5,42.5,52.67,46.67
0,1.57,1.25,40,31.17,36.66,23.5,2.67,44.83,48,55
1.12,1.45,1,36.66,27.83,33.34,17,2.5,36.34,45.5,38.33
1.7,1.62,0.73,36.66,28,31.67,23,2.33,40.17,46.33,38.33
0.05,1.73,0,35,31,31.67,21.5,2.33,35.84,46.33,36.67
0.66,1.67,0.25,41.67,31.83,33.34,15.5,2.83,45,47.5,40
1.08,1.86,0,43.34,30.83,40,18.33,3.33,49.67,52,45
1.05,1.7,0.5,43.34,33.33,41.67,16.33,2.83,44.33,54,48.33
1.3,1.34,0.24,35,25.67,31.67,13.67,1.83,41.66,39.67,41.67
0.25,1.11,0.74,28.33,24.83,33.33,21.33,2.83,41.67,36.67,35
0.75,0.9,0.29,25,18.33,28.34,14.83,1.83,51.66,30.17,33.33
0.65,0.83,1.87,15,15,21.67,11.33,1.33,53.5,26.83,26.67
0.57,0.79,1.77,13.33,13.16,21.67,14.67,3.33,43.5,22.5,13.33
1.08,0.76,2.12,11.66,12.67,23.33,12.67,2.17,37.83,22.17,18.33
0.47,0.76,0.72,20,11.84,23.33,10.17,2,54.16,26.33,13.33
0.53,0.83,1.05,20,15.83,25,10.17,6.83,66,27.5,18.33
0.68,1.02,1.94,36.67,24.17,38.33,13.83,8,55.33,36.67,28.33
1.02,1.25,0,45,40.5,51.67,25.5,4.67,52.33,49.17,33.33
1.59,1.44,0.93,55,39.5,53.33,26,5.17,69.5,53.5,41.67
0,1.62,1.1,50,45.5,55,21,4,51.33,57,46.67
0,1.68,1.33,50,45.66,53.34,22,3.17,53.5,55,48.33
0,1.72,1.03,46.67,37.66,48.33,20.33,3.83,54.6,56.67,60
0,1.68,0,46.67,36,40,19.83,3.5,46.5,52.17,45
1.55,1.72,1.75,41.67,33.66,38.33,18.33,4.67,45.17,51.33,45
0.97,1.68,0,41.67,30,38.33,18.33,2.67,44.16,54,45
0,1.7,0,45,32,35,19.67,3,42.17,52.17,53.33
1.02,1.57,0,35,29.17,31.67,15.67,3.67,39.83,48.33,41.67
1.34,1.75,0,35,27.17,28.33,21.5,3.17,41,44.83,36.67
1.47,1.87,0,35,29.33,35,19.83,2.17,45,49.17,40
0,1.81,0,41.67,30.67,36.66,15.33,2.33,45.16,47,40
0.74,2.01,0,46.66,27.5,43.34,18.83,2.83,52.66,52.83,43.33
0.9,1.84,0,43.33,31,40,17,2.5,45.83,54,48.33
0,1.45,0,31.67,28.67,35,12.67,2,56,39.67,36.67
0.75,1.34,0,23.33,23.33,26.67,21.67,2.5,41.84,34.17,30
0.8,1.09,0.59,20,16.33,25,13.5,2.33,27.5,25,38.33
0.4,1,0.72,13.33,14.67,18.33,10.33,2.33,36.5,24,31.67
0.38,0.95,1.87,13.33,12.16,26.67,16.83,4.33,50.33,25.83,20
0.33,0.92,1.09,11.66,14,25,13.33,2.17,36.67,33.33,25
0.45,0.92,0.87,20,15.34,35,10.5,3.67,48.33,35.83,20
0.32,1,2.64,21.67,17.5,28.34,9.17,6.33,63,27.33,23.33
0.67,1.23,2.48,40,25.67,43.33,14.67,9.33,65.33,38.67,30
0.7,1.51,1,50,45.5,65,26,4.83,74.17,60.67,46.67
0,1.73,1.35,60,49.5,65,29.33,4.67,62.67,58.83,58.33
0,1.95,1.21,58.34,61.33,63.33,26.83,4.17,50,64.5,60
0,2.02,2.37,56.67,57.5,58.34,21.83,4.17,54.67,64.5,56.67
0.02,2.07,1.41,53.33,45,55,19.67,3.17,56.16,63.67,58.33
1.53,2.03,0.88,46.66,36.34,51.67,20.5,3.67,62.5,57.83,48.33
1.28,2.07,0.87,45,33.84,46.66,20.33,4.5,57.83,54,45
0.04,2.03,1.35,43.33,31.67,38.33,17.67,3.17,42,53.5,46.67
1.32,2.05,0.77,43.34,31.66,40,19.67,3.17,43.33,52,58.33
1.15,1.89,1.14,41.67,26,40,18.17,2.83,49.5,46.17,46.67
0.5,2.11,1.05,41.67,32.33,41.66,21.83,2.83,43.67,46,41.67
0.5,2.26,2.19,40,30.5,43.33,21,2.83,51,50.17,43.33
0.69,2.18,3.09,43.34,29,40,15,3,44.17,49,38.33
0.83,2.42,2.89,45,27.16,35,17.67,3.5,52.16,51.17,48.33
1.1,2.21,0.57,40,29.67,35,15.83,2.5,46.5,50,43.33
1.08,1.74,1.15,28.34,23.67,31.67,15,2,47.33,38.17,31.67
0.82,1.58,1.65,28.33,21.66,31.67,19,2.17,52.66,32.33,31.67
0.68,1.3,0.64,18.34,14.83,28.34,8.5,1.83,51.17,26.67,33.33
0.65,1.12,0.68,11.67,15.83,25,6.33,1.33,62.67,24.17,35
0.4,1.1,0.96,8.33,14.84,23.33,7.17,2,47.16,22.5,23.33
0.48,1,2.51,6.66,11,23.33,14.17,2.17,37.5,21,23.33
0.37,1.01,0.75,8.33,11.67,23.33,6,1.17,53.5,24.67,15
0.38,1.07,1.9,10,14.84,23.33,6.17,2,46.67,35.33,20
0.52,1.21,2.73,18.34,14.5,28.34,7.5,3.67,39.17,26.83,20
1.3,1.4,0.49,30,19.84,35,14.17,4,43,36.67,31.67
0,1.83,2.67,50,34,45,21.67,2.83,42.33,53.33,45
0,2.34,1.48,58.34,39.66,51.67,28,3.33,51.83,67.5,53.33
0,2.81,0.86,63.33,45.66,55,22,3,63,68.67,60
0.05,2.81,1.37,55,38.67,46.66,21,3.67,53.34,63.83,58.33
0.68,3,1.06,51.67,35.17,35,19.33,2.5,43.83,60,50
1.18,2.83,1.39,50,28.67,36.66,19.5,2.5,45.5,55.17,51.67
0,2.35,1.05,43.34,27,31.67,17,3,37.33,52.67,55
1.45,2.55,1.33,41.67,24.33,28.33,17.5,2.5,39.33,47.67,48.33
0,2.1,1.18,38.33,21.17,26.66,22.33,2.17,36.66,44.17,41.67
0.6,2.06,1.4,45,23.33,36.67,23,2.17,43.17,48.33,45
1.12,2.35,2.27,40,26.84,35,14.67,3.5,37.33,51.5,43.33
1.28,2.41,2.53,40,28.84,35,15.17,2.67,48.17,50.5,41.67
0.03,2.38,1.48,43.33,27.67,35,17.5,3,49.83,51.33,41.67
0.22,2.29,1.06,41.67,28.33,41.67,15.17,2.5,43,49.17,41.67
0.83,1.68,1.35,31.66,22.66,30,12.67,2.33,40.5,38.83,35
0.77,1.49,2.28,20,20.5,26.67,18.17,2.5,38.34,35.67,26.67
0.53,1.34,1.24,18.34,16.5,31.66,8.67,1.83,43.33,39.33,41.67
0.45,1.23,2.25,11.67,14.33,21.67,6.5,1.5,37.33,26.83,36.67
0.38,1.06,0.96,10,12.66,28.33,6.5,2.67,43,24.17,21.67
0.37,1.08,2.52,8.33,13,23.33,13,1.33,32.83,21,26.67
0.38,1.04,0.6,6.66,12.67,23.33,5.33,1.5,31.5,17.83,15
0.38,0.98,2.52,6.66,16.16,26.67,5.33,2.33,36.84,17.67,18.33
0.43,1.09,2.85,13.33,14.83,31.66,7.33,3,34,21,18.33
0.68,1.43,1.01,25,18.33,30,7.17,3.5,30.67,32.33,23.33
0,1.78,2.32,45,24.17,36.66,10.33,2.83,33,45.83,38.33
0,2.37,1.35,60,31.33,41.66,14.33,5,45.34,62.83,56.67
1.06,2.85,1.07,66.67,44.67,48.34,14.17,5.17,67.67,72.5,65
0.39,2.97,1.6,66.66,39.66,48.33,14.5,4.5,73.66,69.83,61.67
1.49,3.14,1.5,58.34,35,45,12.67,4.5,56.17,65.67,56.67
1.7,2.64,2.07,55,30.17,40,19.33,3.83,52.67,61,55
0.02,2.5,1.15,50,30.84,36.66,17.33,3.33,39.5,65.83,48.33
1.38,2.33,1.31,45,29,33.34,18.5,3.67,50.5,53.5,48.33
1.37,2.12,1.13,38.33,25,35,22.5,3.17,37.17,43.5,38.33
1.55,2.41,1.98,41.67,29.5,35,22.17,3.83,42.5,52.83,46.67
1.21,2.4,2.31,45,32.5,38.33,17.5,4.83,43.17,54.33,48.33
0.08,2.48,2.25,50,38.83,50,18.67,4.33,51.84,56.83,46.67
1.53,2.44,1.1,55,34.83,48.33,23.17,4.67,58,63,50
1.28,2.22,2.03,51.67,38.67,50,18.83,3.5,57,57.67,50
1.73,1.85,1.18,35,31.33,36.66,14.17,2.5,51.5,40.17,38.33
1.04,1.44,1.47,25,26.33,33.33,19.67,3.17,54.17,34.5,28.33
0.18,1.19,0.7,21.66,16.5,28.34,13,2.67,50.5,25.83,41.67
0.15,1.04,1.16,11.66,14,21.67,10.17,2.5,57.33,23,30
0.17,0.96,1.22,11.66,12.84,26.67,14.83,4.33,48.34,26,21.67
0.07,0.91,3.15,13.33,13.33,31.66,12.33,2.5,35.67,23.5,20
0.03,0.98,0.93,21.67,15.83,35,10.17,3.67,63.5,26.5,20
0.12,1.07,2.92,23.34,18.17,28.34,9,6.33,70.84,34,18.33
0.27,1.45,2.84,45,31,60,17.83,8.83,80.67,51.83,35
0.18,1.69,1.5,60,63.66,88.34,29.33,6.17,97.33,66.67,51.67
0.52,1.81,2.85,75,66.17,88.34,30,7.67,77.5,65.33,51.67
0.83,1.91,2.22,60,68.5,81.66,27.5,5.17,64.66,67.33,66.67
0.72,2.01,1.75,61.67,67.5,75,20.5,5.17,63.16,67.83,61.67
2.28,2.07,2.5,56.66,61.16,68.34,19,4.83,55.33,58.5,51.67
0.11,2.1,1.36,48.34,47.83,58.34,18.5,5.83,66.83,57.33,43.33
0,2.19,1.25,48.34,46,55,18.67,4.17,50,53.83,46.67
1.33,2.13,0.35,48.33,45.66,56.67,18.67,3.83,53.34,59.33,58.33
0.98,2.05,0.93,48.33,43.67,53.33,17.17,3,55,55.5,45
0.47,1.97,1.27,41.67,39.5,48.33,16.67,2.83,54,50,45
1.73,2.06,1.07,40,37.5,41.67,22.17,3,44.83,51.83,43.33
1.47,2.14,2.15,45,40.16,48.34,20.33,2.5,50.83,59.5,43.33
0.53,2.25,3.19,46.66,42.5,48.33,16.5,3.67,51,56.33,43.33
0,2.32,1.46,56.67,40.16,50,21.17,3.83,62.33,65.67,53.33
0,2.18,1,48.33,39.5,51.67,18,3.33,58.84,65,53.33
1.33,1.69,1.55,35,34,40,13.67,2.33,50.5,44.67,40
0.72,1.19,0.93,26.67,26.5,35,17.5,2.83,42,35.33,35
0.3,0.99,0.7,21.67,17.34,30,12,2,40,25.67,33.33
0.35,0.86,1.1,13.33,15,23.33,9.67,1.5,41.33,19,25
0.27,0.8,1.08,13.33,14,21.67,11,3.5,49,17.17,18.33
0.25,0.76,3.22,11.67,14.67,23.33,10,2.5,33.66,30.33,15
0.2,0.81,0.85,16.67,14.83,26.67,7.33,2.33,42.34,32.83,15
0.3,0.89,2.57,21.67,17.5,30,8.33,6.5,47.67,28.5,18.33
0.42,1.2,2.67,48.33,32.16,46.67,14.83,7.67,64.5,44.17,33.33
0.58,1.4,1.27,60,66,76.67,26.83,6.5,81.67,71.67,51.67
0,1.5,2.42,63.33,63.67,85,27.5,5.83,65,66.83,53.33
0,1.58,1.23,60,67.67,71.67,27,5,63.17,65.83,53.33
1.4,1.66,1.07,56.67,68.83,71.67,20,5.17,52.5,66,61.67
0.22,1.72,1.95,48.33,56.33,60,19.67,4,62.5,58.83,51.67
1.17,1.74,2.28,48.33,52.33,55,19.17,4.17,50.84,57.5,46.67
0.43,1.82,1.28,46.66,47.34,53.33,17.83,3.83,53.84,59.33,46.67
1.45,1.77,2.3,46.66,43.33,56.67,17.83,3.67,46.34,60.17,61.67
2.3,1.7,0.76,46.67,42.67,48.34,18,3.83,54.16,54.83,58.33
0.88,1.63,0.97,43.34,36.16,46.67,20.33,3.83,53.5,54.67,40
0.9,1.71,1.1,43.34,33.5,41.67,21.67,3.83,42,55.67,41.67
1.07,1.77,0.52,38.33,39.67,41.67,20.67,3.33,43.83,56,45
0.68,1.87,1.42,43.33,39.66,51.67,16.83,3.67,45,58.5,46.67
0,1.92,2.33,58.34,39.34,51.67,23.67,4,66.84,65.17,56.67
0,1.81,0.97,50,40.83,51.67,18.5,3.17,59.17,67.67,55
0.83,1.4,0.83,35,33.33,38.33,14,2.67,65.83,46.33,43.33
0.55,1.07,0,31.67,33.17,40,19.67,3.17,56.16,38.33,36.67
0.22,0.89,0.58,20,19.33,26.67,12,2.83,33.34,28.17,41.67
0.18,0.77,1.3,13.33,15.83,21.66,11.67,2.67,40,24.33,25
0.18,0.71,1.43,15,14.5,28.33,14.33,4.5,51.16,27.17,21.67
0.23,0.68,3.8,13.33,14.5,31.66,12.67,1.67,38.5,25.5,18.33
0.2,0.73,0.98,20,14.67,33.33,10.83,3.83,45,27.83,21.67
0.38,0.8,3.03,25,20.16,31.67,9.5,6.5,56,41.67,18.33
0.55,1.08,3.05,55,33.83,58.33,16,8.17,77.84,51,35
0.65,1.26,1.98,61.67,71.84,88.34,28.33,7.33,88.34,77.17,53.33
1.2,1.35,2.6,65,69.33,86.67,30.67,8.83,65.17,70.67,51.67
0,1.42,1.55,55,73,80,28,6.17,62.16,68.83,61.67
0.42,1.5,1.08,51.67,68.17,73.33,20.67,6.33,63,63,56.67
0.03,1.54,1.31,46.67,57.84,65,22.5,5.33,68.5,59,63.33
0.69,1.57,0.83,43.33,54,55,21,6.67,56,56.17,46.67
1.65,1.63,0,43.33,45.67,55,20.33,5,48.5,57.17,45
0.1,1.59,0.65,48.33,48,53.34,18.67,3.67,47,60.83,51.67
1.42,1.53,0,50,43.84,50,18.5,3.5,50.67,56.5,60
1.06,1.47,0,43.33,35.34,43.34,17.17,3.17,51.16,53.83,50
1.15,1.54,0,38.34,33,50,22.5,3.5,53.67,51.33,43.33
0.62,1.6,1.17,35,35.67,48.33,20.5,3.33,41.67,55.67,48.33
0.96,1.68,2.21,33.33,44.83,48.33,16.5,4.33,47.17,60,43.33
0.7,1.73,2.42,40,37.84,56.66,23.33,5,57,64.5,58.33
1.38,1.63,1.3,38.33,40,53.33,18.83,3,52,64.33,56.67
1,1.26,1.18,28.33,33,41.67,14.83,2.67,49.33,49.17,38.33
0.82,1.17,2.05,21.67,29.33,40,18,2.83,52.67,33.67,31.67
0.45,0.97,0.83,21.66,20.33,33.33,12.67,2,38.5,30.17,40
0.32,0.84,1.85,15,15.33,21.67,9.5,1.83,44.84,24.5,21.67
0.25,0.78,1.5,13.33,13.17,28.33,11.5,3.83,46.17,23.67,23.33
0.3,0.74,3.22,10,12.66,28.33,11.17,3.17,48.5,24.5,20
0.3,0.79,0.57,13.33,15.84,28.34,9.67,3.67,44,28.5,18.33
0.53,0.87,2.43,20,18.5,31.66,9.67,6.83,53.33,30.17,16.67
0.47,1.18,3.21,43.34,33.33,55,16.5,7.67,72,50.17,36.67
0.72,1.37,1.34,61.67,66.33,81.67,29.33,6.17,83,69.5,58.33
0,1.47,1.9,76.67,65.83,83.34,30.83,5,65.16,65.5,65
0,1.55,1.87,61.66,73.66,76.67,30.17,4.67,69.16,67.83,60
0,1.63,1.45,56.67,67.5,83.33,22.5,4.5,61.34,64.33,65
0,1.68,1.54,48.33,50.67,75,18.83,4.33,51.16,67.17,50
1.03,1.71,1.57,45,49,65,18.17,8,54.83,62.5,58.33
0.87,1.78,1.02,46.67,45,65,18.83,5.33,53.66,56.5,58.33
0,1.73,0.8,46.67,43.34,63.34,18.5,3.67,51.33,65.33,73.33
0.16,1.67,1.79,43.34,44.16,53.33,17.67,4.17,57.5,57.17,71.67
0.2,1.6,0.82,38.33,36,51.67,19.5,3.5,46.16,53.33,56.67
1.57,1.67,1.2,41.67,36,46.66,20.83,3.83,41.33,53.83,53.33
0.24,1.74,1.93,43.33,37.67,58.33,19.83,2.83,49.34,55,60
2.02,1.83,1.8,43.33,40,50,16.83,4,48.83,57.17,58.33
1.09,1.88,2.43,58.34,43.66,56.66,22,4.17,60.84,66.17,71.67
1.13,1.77,1.11,51.67,41.17,50,18.17,3.67,59.16,68.67,68.33
1.18,1.37,1.13,36.66,34.33,40,14.33,2.5,45.17,45.5,55
0.77,1.41,0.93,28.34,31.33,40,18.67,3,48.5,37.17,53.33
0.67,1.16,0.68,20,20.5,31.66,12.5,2.67,43.67,28.67,53.33
0.4,1.02,1.39,13.33,15.83,20,9.5,3.17,32.33,26.33,38.33
0.27,0.94,1.5,11.66,15.83,30,12,4.83,43.66,28.5,40
0.27,0.89,1.58,11.66,14,30,12,3.17,39.5,26.67,35
0.23,0.96,0.62,18.33,15.66,36.67,10.33,3.67,47.5,29.33,35
0.5,1.05,2.1,21.67,19.84,36.67,11.5,6.83,44.33,35.67,35
0.65,1.42,2,46.66,34.83,61.67,21.33,9.33,71.67,59.5,50
0.72,1.65,1.3,61.67,68,88.34,28.5,6.67,106.84,72.67,70
0.88,1.77,0.65,66.67,73,91.66,31.33,7.33,68.5,71.67,66.67
1.12,1.87,2.2,61.67,77.84,81.67,29.5,6.67,55,68.33,58.33
0,1.96,1.38,58.33,68,76.67,21.83,6.67,57.67,74.5,63.33
0,2.02,2,51.66,57.84,68.33,21.67,5.83,70.83,69.83,51.67
0.05,2.06,1.99,51.66,51,63.33,21.17,6.5,70.83,58.67,48.33
0,2.15,1.42,50,45.67,61.67,18.83,3.67,48.5,59.5,51.67
1.43,2.08,1.3,51.67,45.5,58.33,19.83,3.5,49.84,59.67,50
1.17,2.01,1.85,46.66,45.33,51.67,19.17,3.83,46.5,58.17,60
0.88,1.93,1.07,43.34,35.67,46.66,18.33,3.67,53.67,54.33,45
1.03,2.01,1.68,41.67,34.67,48.33,21.5,3.33,41.66,54.33,43.33
1.18,2.09,0.98,43.34,34.67,43.34,20.5,5.33,45,55.67,46.67
0.57,2.21,1.33,41.67,35.84,46.66,16.83,5.33,46,51.5,45
0.8,2.27,1.42,51.66,35,45,19.83,4,54.83,55.67,48.33
0,2.14,0.69,46.66,34.16,46.66,19.83,3.17,47.16,48.83,45
0,1.65,1.04,33.33,30.67,36.66,13.5,2.5,54.66,39,33.33
0.45,1.59,1.07,26.67,28.16,36.67,18.67,3.17,55.67,32.67,28.33
0.25,1.32,0.3,20,21.5,35,10,2.17,50,29.83,41.67
0.2,1.22,1.08,15,18.66,41.67,7,2,45.83,24.83,30
0.23,1.13,1,10,15.67,100,7.83,3,46.67,21.33,21.67
0.22,1.09,3.22,8.33,15.17,31.66,14.5,3,36,19.5,18.33
0.18,1.06,1.13,6.67,15.5,31.66,6.17,1.5,48.83,21.83,15
0.2,1.11,1.7,10,18.67,35,6.83,2.33,57.17,20.5,11.67
0.15,1.19,2.73,21.66,19.5,38.34,8.83,3.17,30.83,23.5,20
0.65,1.5,1.01,31.67,27.67,43.34,15.33,4.67,32,35.67,30
1.15,2.1,1.8,56.67,38.5,55,24.17,4.17,44.67,55.5,48.33
0,2.63,0.88,66.67,54.5,66.67,28.83,5.17,50.67,70.33,58.33
0.72,2.77,1.69,66.66,55.84,55,23.67,5.17,62.5,72.5,70
1.05,2.96,0.84,60,50.5,56.66,22.17,4.5,60.5,63.5,61.67
0,2.8,0.48,56.67,102.17,46.67,21.33,3.5,50.5,56.83,53.33
0.78,2.62,0.75,55,36.16,43.33,24.17,4.17,46,66.17,56.67
1.32,2.66,0.62,48.33,32,40,19.83,3.17,46.83,55.5,55
0,2.25,0.65,46.67,31.17,38.33,19.33,3.5,45.5,51.17,50
0.5,2.21,0.99,38.33,27,28.33,21,2.17,38.66,40.33,43.33
1.27,2.22,0.77,31.67,24,30,21.17,2.33,31.67,43.33,38.33
0.73,2.25,1.06,38.33,29.66,30,14.67,3,38.67,44.67,41.67
1.72,2.24,0,40,31.33,33.33,15,3.17,35.17,46.17,43.33
1.27,2.15,1.34,41.67,28.5,33.33,16.33,3.33,40.34,44,38.33
0.78,2.11,0.85,38.33,29.67,36.66,13.83,2.5,37.5,42,40
0.53,1.76,0.31,30,30,28.33,11.67,2.5,36.17,36.5,31.67
0.85,1.48,0.68,21.66,23.33,35,18.17,3,32.67,30.5,26.67
0.62,1.33,0.22,16.67,18.34,28.33,7.83,2.17,28.5,28.17,31.67
0.15,1.22,0.92,13.33,16.17,20,6,1.67,29.83,23.83,33.33
0.25,1.06,0.65,11.67,13.84,25,6.33,2.83,28.83,20.5,16.67
0.13,1.07,2.18,8.33,12.84,25,12.83,1.5,62.84,17.67,18.33
0.18,1.04,0.7,8.33,13,21.67,5.67,1.67,26.83,16.67,10
0.23,0.98,1.1,8.33,18,28.34,5.83,2.33,133.17,23.5,13.33
0.32,1.08,2.4,18.34,15.66,31.66,6.83,2.67,28.17,16.83,13.33
0.68,1.43,0.65,23.33,22.5,30,12.17,2.5,259,26,25
0.95,1.78,1.39,45,26.83,38.33,20,5,66.83,42.83,38.33
0,2.36,1.42,65,36.67,50,27.67,4.17,52.16,66.33,58.33
0,2.84,1.13,71.67,47.17,53.33,23.5,4.33,58.5,75.83,66.67
0,2.97,1.23,68.33,44.33,56.67,24.5,4.17,55.5,73,61.67
0,3.13,0.8,60,37.66,50,23.17,3.33,50.17,65.83,56.67
0,2.63,0.87,55,35.16,45,24.17,3.67,57.89,62.5,56.67
1.28,2.49,0.77,50,34.17,40,19.67,3.17,52.96,55.5,51.67
0.28,2.33,0.58,45,33,35,18.33,2.67,18.33,54.67,50
1,2.11,0.62,40,29.17,35,23.5,2.67,15.67,45.33,41.67
1.02,2.41,0.85,40,30,36.66,22.17,2.67,18,47.17,43.33
0.64,2.4,1.26,40,34.67,38.33,16,3,18,44.83,43.33
0.92,2.47,0.93,41.67,35.34,41.67,16,2.83,22.17,47.5,40
1.26,2.44,1.03,50,39.17,48.33,21,4.17,21.5,54.33,53.33
0,2.21,0.78,45,39.17,45,18,3.33,20.17,52.5,51.67
1.17,1.84,0.53,31.67,32,35,12.5,2.67,15.33,38.17,31.67
0.58,1.43,0.7,26.67,28.5,33.33,20.17,3.17,42.45,30.17,33.33
0.33,1.18,0.3,18.34,18.5,26.67,9.17,2,37.46,21.67,26.67
0.25,1.03,0.3,13.33,14.5,23.33,9,2.17,40.17,19.33,21.67
0.33,0.95,1.34,11.66,13.17,28.33,8.33,4,26.17,23.33,13.33
0.18,0.91,2.97,10,12,30,10.33,3.33,22.83,21,18.33
0.17,0.97,0.83,20,14,33.33,10.67,3.67,31.17,23.5,10
0.35,1.07,1.73,21.67,18.16,31.66,9.33,4.83,39.5,26.83,18.33
0.4,1.44,2.88,45,35.34,55,15.17,4.83,32.33,47,28.33
0.68,1.68,1.15,55,67.67,88.33,28.17,6.17,35.5,63.17,46.67
0,1.8,1.83,60,72.5,86.66,29.17,5,30.17,66.83,55
0,1.9,1.35,60,72.83,81.67,30.33,6,27.33,66.33,53.33
0,1.99,1.65,61.67,76.67,71.67,21.5,4.83,26,64.5,55
0.06,2.06,1.15,48.34,67.5,68.33,20.5,4.67,24.67,56.5,56.67
1.13,2.09,1.41,43.33,51.83,58.33,18.33,3.83,20.83,56.5,43.33
0.14,2.18,1.25,45,52.17,61.67,20.17,3.5,22.67,56.67,46.67
1.14,2.12,0.83,46.67,51,60,17.5,3.5,25.17,57.17,48.33
0.95,2.04,0.75,45,53.5,55,17.5,3.67,25.5,54,55
0.6,1.96,0.72,40,42.67,48.33,17,2.83,20.67,49.5,46.67
0.95,2.05,0.48,38.33,36.5,48.33,21,2.67,17.83,49.17,38.33
0.38,2.13,1.26,38.33,40.83,45,19.83,3.33,18,51.5,40
1.08,2.24,1.5,45,44,48.33,17.17,3.5,22.5,52.33,40
0,2.3,0.92,53.33,46.5,55,22.83,4.17,27.33,61.83,48.33
1.01,2.17,0.6,50,44.66,51.67,18.5,3.33,24.67,62.17,53.33
1.05,1.68,0.43,33.34,35.16,41.67,14,2.67,18.83,40.67,36.67
0.73,1.19,0.62,26.67,30.66,36.66,18.67,3.17,27.83,31.83,25
0.42,0.98,0.18,18.34,19.16,23.33,10,2.17,29.5,23.5,28.33
0.22,0.86,0.9,11.66,16,21.67,7.17,2.17,29.17,18.17,23.33
0.5,0.79,0.66,8.33,13.5,23.33,7.67,4,31.33,15,11.67
0.18,0.75,2.45,6.66,13.66,25,9,3.17,26.17,27.5,11.67
0.18,0.8,0.91,8.33,12.34,23.34,7.17,3.33,29.17,31,10
0.42,0.89,1.22,15,17.67,26.67,8,4.33,33.83,27.5,16.67
0.92,1.19,3.02,40,30.33,48.34,16.17,4.67,30.67,46.5,30
0.72,1.39,1.69,53.33,65.33,85,27,6,33.67,66.5,45
0.43,1.49,2.05,60,75.17,80,28.5,5,28.17,65.33,53.33
0,1.57,1.25,60,71.66,80,21.83,5.33,26,64,51.67
0,1.65,1.35,56.67,72.83,75,20,5,24.33,61.33,58.33
0.68,1.71,1.17,50,63.5,71.67,21.17,4.67,29.5,58.67,51.67
0.56,1.73,0.88,45,54.17,63.33,19.67,4,25.67,54,45
1.52,1.81,0.45,46.67,51.66,58.33,20.5,3.83,22,58,46.67
0,1.76,0.87,53.33,48.83,65,19.5,3.83,23.83,63.67,46.67
0.03,1.69,0.9,46.67,50.17,56.66,18,4.33,25.67,59.67,55
1.05,1.62,0.74,43.34,41.83,55,17.33,4,19.33,52.67,43.33
0,1.7,0.57,40,39.17,45,21.83,4,18.5,52,38.33
1.47,1.76,1.01,41.67,41.83,50,19.67,3.17,21.5,53.17,38.33
1.37,1.86,1.15,41.67,44.5,48.33,14.83,3.67,20.5,51.83,41.67
0.85,1.91,1.43,51.67,41.66,53.33,21,3.33,22.83,60.33,48.33
0.85,1.8,1.1,45,41.17,48.33,18.17,3.17,18.67,52.33,43.33
0,1.39,0.5,31.67,33,38.33,13.5,2.5,18.33,40.5,38.33
0.72,1.07,1.05,28.34,29.83,36.66,19.67,2.83,37,32.17,28.33
0.38,0.89,0.4,21.66,22.83,28.33,11,2.67,33.5,26.5,31.67
0.35,0.77,1.1,13.33,17.5,23.34,10,3,37.5,23.5,28.33
0.28,0.71,1.51,11.67,15.17,26.66,11.67,5,34.17,21.5,16.67
0.23,0.68,3.7,8.33,16.34,26.67,11,3,28.83,19.67,18.33
0.15,0.73,1.23,10,15.17,23.33,11.17,3.83,26.5,17.17,10
0.18,0.8,1.68,13.33,19.5,26.67,8,6.33,34.83,16.33,10
0.25,1.08,2.75,16.67,19.17,33.33,9,8,22.83,25,16.67
0.55,1.26,0.98,25,26.5,40,21,3.67,16.83,30.67,23.33
0,1.35,1.83,43.33,34.66,50,22.67,3,17.67,46.33,38.33
0,1.42,1.84,63.33,53.66,60,22,5,27.83,64.83,55
0,1.5,1.14,68.33,63.5,68.34,23.67,6,28.33,73.5,60
0.1,1.54,1.1,66.67,60.34,60,23.5,4.33,28,73.17,65
1.25,1.57,0.97,58.33,54.5,55,21.17,3.67,23.83,67.67,60
0,1.63,1.52,55,48.5,48.34,19.83,3.33,26,64.33,53.33
0.42,1.59,0.97,50,39.83,43.33,17.67,3.17,19.33,57.67,51.67
0.98,1.53,1,46.66,38.67,41.67,19.5,3.67,20.83,54.17,48.33
0.93,1.47,0.7,38.33,30.83,31.67,15.33,2.33,14.33,54.83,38.33
